I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
52.032787,1.345719,0.117209,0.013701,0.000188,4.881751,0.116941,0.993135,9.584615,0.000000,0.000000,0.000000
52.071110,1.352948,0.117294,0.009178,0.000084,-2.631842,0.117045,0.993126,9.545128,0.000000,0.000000,0.000000
52.059967,1.358544,0.117365,0.007918,0.000063,-4.848361,0.117105,0.993119,9.509231,0.000000,0.000000,0.000000
52.063614,1.389197,0.117359,-0.010220,0.000104,-1.324341,0.117069,0.993124,9.537949,0.000000,0.000000,0.000000
52.021511,1.390764,0.117287,-0.009758,0.000095,1.370994,0.116992,0.993133,9.658205,0.000000,0.000000,0.000000
52.064754,1.389871,0.117179,-0.026144,0.000683,-2.720295,0.116868,0.993147,9.668974,0.000000,0.000000,0.000000
52.093506,1.385866,0.116847,-0.028743,0.000826,-1.423322,0.116581,0.993189,9.909487,0.000000,0.000000,0.000000
52.098934,1.390533,0.116646,-0.034730,0.001206,1.880167,0.116382,0.993212,10.152692,0.000000,0.000000,0.000000
52.092701,1.391072,0.116514,-0.022466,0.000505,2.090480,0.116176,0.993229,10.006410,0.000000,0.000000,0.000000
52.124222,1.371796,0.116383,-0.013742,0.000189,-2.384262,0.116090,0.993239,9.846666,0.000000,0.000000,0.000000
52.116783,1.383871,0.116339,-0.003660,0.000013,-3.479658,0.116069,0.993241,9.573846,0.000000,0.000000,0.000000
52.129978,1.385651,0.116335,0.001362,0.000002,-2.814303,0.116073,0.993241,9.581923,0.000000,0.000000,0.000000
52.150059,1.384244,0.116325,-0.003004,0.000009,0.763309,0.116063,0.993241,9.623205,0.000000,0.000000,0.000000
52.090897,1.377997,0.116351,0.001413,0.000002,-2.228584,0.116083,0.993240,9.972307,0.000000,0.000000,0.000000
52.110439,1.372038,0.116353,0.006208,0.000039,4.377073,0.116096,0.993238,10.025256,0.000000,0.000000,0.000000
52.025719,1.374770,0.116750,0.023545,0.000554,2.393966,0.116530,0.993187,9.642051,0.000000,0.000000,0.000000
51.970409,1.373851,0.116876,0.016109,0.000260,-2.556311,0.116610,0.993174,9.527180,0.000000,0.000000,0.000000
51.942966,1.369520,0.116992,0.018057,0.000326,-4.572351,0.116750,0.993161,9.579230,0.000000,0.000000,0.000000
52.010784,1.362677,0.117073,0.010865,0.000118,-6.539210,0.116821,0.993153,9.543333,0.000000,0.000000,0.000000
52.023743,1.355372,0.117111,0.006312,0.000040,-1.720668,0.116843,0.993149,9.587308,0.000000,0.000000,0.000000
52.035828,1.352241,0.117121,-0.006598,0.000044,-4.119483,0.116844,0.993150,9.721025,0.000000,0.000000,0.000000
52.022858,1.343936,0.117117,0.000133,0.000000,-2.082257,0.116852,0.993150,9.774872,0.000000,0.000000,0.000000
52.044231,1.339031,0.117106,-0.008562,0.000073,-3.511564,0.116831,0.993152,9.768590,0.000000,0.000000,0.000000
52.077614,1.334660,0.117090,-0.004836,0.000023,-1.603638,0.116823,0.993154,9.817051,0.000000,0.000000,0.000000
52.102367,1.332663,0.117073,-0.005488,0.000030,-5.911704,0.116791,0.993157,9.808077,0.000000,0.000000,0.000000
52.097649,1.325878,0.117049,-0.003284,0.000011,-1.832489,0.116781,0.993158,9.730000,0.000000,0.000000,0.000000
52.128082,1.330687,0.117027,-0.007953,0.000063,-1.784163,0.116760,0.993161,9.730000,0.000000,0.000000,0.000000
52.099941,1.328155,0.117007,-0.001688,0.000003,1.177130,0.116737,0.993163,9.837692,0.000000,0.000000,0.000000
52.075817,1.330056,0.117010,0.004147,0.000017,0.906336,0.116747,0.993161,9.887949,0.000000,0.000000,0.000000
52.088680,1.329444,0.117025,0.003688,0.000014,0.078377,0.116758,0.993159,9.884358,0.000000,0.000000,0.000000
52.084076,1.332971,0.117063,0.006378,0.000041,2.557719,0.116796,0.993153,9.855640,0.000000,0.000000,0.000000
52.090454,1.331182,0.117142,0.018625,0.000347,5.193260,0.116875,0.993143,9.725513,0.000000,0.000000,0.000000
52.091709,1.333045,0.117228,0.010335,0.000107,-0.822629,0.116990,0.993133,9.703076,0.000000,0.000000,0.000000
52.149593,1.331380,0.117295,0.009581,0.000092,-3.560215,0.117055,0.993125,9.674358,0.000000,0.000000,0.000000
52.117405,1.327838,0.117359,0.003322,0.000011,-4.582933,0.117109,0.993119,9.771282,0.000000,0.000000,0.000000
52.145607,1.326363,0.117403,0.005848,0.000034,-0.695392,0.117137,0.993116,9.702179,0.000000,0.000000,0.000000
52.221020,1.321186,0.117470,0.000636,0.000000,2.066525,0.117214,0.993107,9.757820,0.000000,0.000000,0.000000
52.249454,1.319551,0.117502,0.007127,0.000051,2.829586,0.117258,0.993101,9.821538,0.000000,0.000000,0.000000
52.200172,1.319962,0.117551,0.009538,0.000091,4.479060,0.117306,0.993096,9.706666,0.000000,0.000000,0.000000
52.169056,1.321418,0.117605,0.006546,0.000043,-1.285351,0.117339,0.993092,9.731794,0.000000,0.000000,0.000000
52.160332,1.315095,0.117655,0.010472,0.000110,3.919406,0.117409,0.993084,9.742564,0.000000,0.000000,0.000000
52.165440,1.316192,0.117713,0.012135,0.000147,3.260134,0.117441,0.993077,9.790128,0.000000,0.000000,0.000000
52.174538,1.318111,0.117787,0.009333,0.000087,-2.910711,0.117526,0.993070,9.781154,0.000000,0.000000,0.000000
52.178776,1.317413,0.117802,0.000799,0.000001,-1.955982,0.117537,0.993068,9.734487,0.000000,0.000000,0.000000
52.231884,1.309410,0.117848,0.009906,0.000098,-4.280643,0.117575,0.993063,9.756923,0.000000,0.000000,0.000000
52.202389,1.305086,0.117871,0.003869,0.000015,-1.298964,0.117599,0.993060,9.790128,0.000000,0.000000,0.000000
52.241745,1.307247,0.117914,0.006096,0.000037,-0.565118,0.117649,0.993055,9.747949,0.000000,0.000000,0.000000
52.216099,1.308793,0.117935,-0.000716,0.000001,0.904295,0.117674,0.993052,9.733589,0.000000,0.000000,0.000000
52.282635,1.307491,0.117977,0.011667,0.000136,5.203779,0.117703,0.993046,9.701282,0.000000,0.000000,0.000000
52.273758,1.309154,0.118021,0.003176,0.000010,-2.147481,0.117747,0.993043,9.778461,0.000000,0.000000,0.000000
52.258804,1.305556,0.118076,0.012123,0.000147,-3.249504,0.117802,0.993035,9.756025,0.000000,0.000000,0.000000
52.319565,1.308243,0.118168,0.003963,0.000016,-4.303162,0.117894,0.993025,9.789230,0.000000,0.000000,0.000000
52.346889,1.306937,0.118238,0.011463,0.000131,-4.182115,0.117974,0.993017,9.805385,0.000000,0.000000,0.000000
52.334923,1.302097,0.118299,0.010287,0.000106,1.820617,0.118043,0.993008,9.770385,0.000000,0.000000,0.000000
52.369694,1.303967,0.118361,0.008663,0.000075,-2.766834,0.118085,0.993003,9.750641,0.000000,0.000000,0.000000
52.343628,1.301952,0.118396,0.006358,0.000040,-0.364112,0.118138,0.992997,9.743462,0.000000,0.000000,0.000000
52.340775,1.303215,0.118452,0.012816,0.000164,5.507243,0.118175,0.992990,9.740769,0.000000,0.000000,0.000000
