I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11
-197.085953,-9.136454,0.249956,-1.866309,3.483110,-393.043518,0.243943,0.969789,0.319205,0.001408,0.662920,10.228077
-197.499390,-8.909267,0.240249,-1.686410,2.843979,-327.453094,0.234435,0.972132,0.319203,-0.027749,-28.796211,10.036025
-197.750473,-9.218002,0.230207,-1.658922,2.752023,-172.264389,0.224498,0.974475,0.319175,0.056250,85.237114,9.357564
-198.259827,-10.220713,0.219809,-1.866785,3.484887,-417.411224,0.214233,0.976783,0.319119,-0.000335,56.454903,9.462564
-198.645844,-10.321075,0.208653,-1.804349,3.255677,-123.938194,0.202259,0.979156,0.319064,-0.028523,1.203025,9.823333
-198.999207,-11.354074,0.197113,-1.978052,3.912688,-151.718430,0.191623,0.981469,0.319064,-0.028837,-54.906784,9.010256
-199.495941,-12.295208,0.185281,-2.159003,4.661292,-129.320251,0.180336,0.983605,0.319147,0.026327,-53.116337,8.982436
-199.808105,-12.600887,0.173203,-2.192158,4.805559,48.459793,0.168432,0.985674,0.319230,-0.028838,-194.380310,9.363846
-200.312912,-12.324272,0.160975,-2.010006,4.040123,255.811554,0.155398,0.987736,0.319258,-0.084438,-167.162766,9.481410
-200.712585,-12.318584,0.148333,-1.928482,3.719042,129.752472,0.143205,0.989693,0.319423,-0.028245,-110.685532,9.351282
-200.882660,-13.647005,0.135276,-2.246620,5.047301,-335.347656,0.129981,0.991444,0.319589,0.000151,-26.889963,9.266026
-201.076553,-13.784876,0.121992,-2.180656,4.755261,297.892914,0.117713,0.993048,0.319783,0.028631,86.197304,9.579230
-201.046478,-13.675207,0.109188,-2.067059,4.272733,-218.622345,0.104044,0.994573,0.319922,0.085679,87.256821,9.458974
-200.972656,-15.633432,0.095326,-2.554728,6.526633,-315.390686,0.090986,0.995852,0.320033,-0.026199,-188.732544,9.343204
-200.932526,-14.980747,0.081978,-2.263634,5.124040,-32.066090,0.077592,0.996985,0.320172,0.030368,58.021122,9.874487
-200.707962,-15.673573,0.068638,-2.368992,5.612123,-407.030182,0.063903,0.997956,0.320392,-0.000061,-112.502754,9.893333
-200.576721,-15.377378,0.054657,-2.157518,4.654883,633.883850,0.050117,0.998743,0.320474,-0.002468,51.374657,9.732692
-200.269836,-16.691860,0.041091,-2.462058,6.061731,-595.173767,0.036550,0.999332,0.320583,-0.057385,-112.545059,10.435385
-200.107208,-15.575630,0.027440,-2.001054,4.004216,511.098511,0.023033,0.999735,0.320749,0.027255,86.660255,9.966923
-199.818909,-17.431854,0.013606,-2.423061,5.871223,-198.861069,0.008929,0.999960,0.320831,-0.028357,-55.946976,9.584615
-199.730194,-17.152342,-0.000245,-2.267190,5.140152,-127.257210,-0.005138,0.999987,0.320942,0.028016,55.243931,9.947179
-199.606903,-18.910425,-0.014473,-2.638956,6.964087,-349.173431,-0.018825,0.999823,0.320970,-0.027145,-27.957754,10.119487
-199.524796,-18.577692,-0.028511,-2.429520,5.902567,-222.918167,-0.033413,0.999442,0.321000,-0.025955,-27.614222,9.960641
-199.532654,-19.330925,-0.042726,-2.495097,6.225511,-143.412766,-0.047115,0.998890,0.321026,0.027373,110.268661,9.985769
-199.576401,-20.311186,-0.057028,-2.692090,7.247349,-400.394196,-0.061890,0.998083,0.321025,-0.001450,82.499962,10.365384
-199.669739,-19.684271,-0.071656,-2.336528,5.459364,36.157585,-0.076824,0.997045,0.321052,0.027905,30.050217,10.344744
-199.729614,-20.591742,-0.086615,-2.472169,6.111618,-12.742462,-0.091416,0.995813,0.320997,-0.055386,-111.684273,9.764102
-199.944824,-22.378769,-0.101859,-2.844337,8.090252,-132.171906,-0.106384,0.994325,0.320917,-0.052661,0.896184,10.002820
-200.095612,-21.629910,-0.117212,-2.476985,6.135457,51.769878,-0.122315,0.992516,0.320832,-0.057813,-31.825396,10.302564
-200.203110,-21.178867,-0.132685,-2.163954,4.682698,545.200745,-0.137709,0.990473,0.320804,-0.000333,1.309951,9.665384
-200.309326,-23.631550,-0.148651,-2.728144,7.442770,49.110031,-0.153479,0.988152,0.320751,0.058089,170.146820,9.649231
-200.479996,-24.809525,-0.165106,-2.940451,8.646255,-428.802460,-0.169564,0.985519,0.320612,-0.058462,-61.785954,9.645640
-200.507996,-25.970070,-0.181225,-2.294439,5.264450,770.265137,-0.185816,0.982585,0.320693,0.055872,1.646518,9.721025
-200.562439,-34.178200,-0.197844,-2.942542,8.658552,-223.573532,-0.201439,0.979403,0.320586,0.002292,57.829628,9.108077
-200.372452,-39.911339,-0.214877,-2.861787,8.189827,-238.600174,-0.219087,0.975730,0.320528,-0.001883,-1.946730,8.987821
-200.216125,-46.289055,-0.232024,-2.992663,8.956030,-457.362152,-0.235811,0.971798,0.320612,0.113181,143.023941,9.458076
-199.978439,-48.303276,-0.249580,-3.257717,10.612718,-694.007874,-0.253760,0.967549,0.320529,-0.001753,-31.880074,9.019231
-199.569000,-47.001312,-0.267101,-2.703121,7.306863,347.433655,-0.269796,0.962892,0.320556,0.055814,58.205208,9.068589
-199.159760,-49.783638,-0.285131,-3.437541,11.816689,-936.105591,-0.285189,0.958016,0.320613,0.057133,111.927277,9.725513
-198.603210,-48.708595,-0.302869,-2.939605,8.641279,38.610645,-0.304119,0.952633,0.320638,-0.057036,-141.425888,9.353077
-198.002625,-50.292099,-0.320948,-3.260602,10.631524,-541.581177,-0.320754,0.947163,0.320724,0.115118,145.007751,9.263333
-197.341919,-49.759239,-0.338302,-2.959158,8.756616,-151.830750,-0.337539,0.941313,0.320694,-0.028939,-28.645910,9.715641
-196.798248,-51.248810,-0.356604,-3.245396,10.532593,-507.703888,-0.354953,0.934979,0.320971,0.113300,87.275772,9.999230
-196.216492,-51.131306,-0.373903,-3.054096,9.327502,-238.055130,-0.370547,0.928812,0.320833,-0.114624,-119.641861,10.115000
-195.321320,-50.759071,-0.390613,-2.790329,7.785934,12.193345,-0.385653,0.922644,0.320886,0.055390,58.442703,9.868205
-194.915527,-50.738091,-0.406488,-2.654707,7.047469,169.107697,-0.400429,0.916325,0.320832,-0.055374,-56.014286,10.176025
-194.218018,-51.321384,-0.422785,-2.681579,7.190868,-61.812447,-0.415108,0.909772,0.320834,0.001491,0.761148,10.205641
-193.509354,-51.707794,-0.438579,-2.638423,6.961275,-319.243866,-0.429407,0.903112,0.320832,0.054406,-0.502290,9.652821
-193.004791,-50.922997,-0.453632,-2.270616,5.155697,390.957214,-0.442575,0.896731,0.320748,-0.027673,0.954676,9.676153
-192.322891,-51.873764,-0.468446,-2.445868,5.982273,-155.612854,-0.455994,0.889981,0.320776,0.000331,-54.451439,10.187692
-191.902878,-53.312599,-0.483572,-2.741052,7.513366,-247.838058,-0.469042,0.883177,0.320667,-0.082580,-111.859901,10.230769
-191.395981,-51.334362,-0.497256,-2.015838,4.063602,735.663025,-0.481135,0.876645,0.320641,0.002143,28.959436,10.067435
-191.052750,-51.709328,-0.510604,-2.027472,4.110643,171.384048,-0.492702,0.870199,0.320696,-0.054842,-112.231316,9.723718
-190.680420,-52.803841,-0.523883,-2.237478,5.006308,24.493540,-0.503954,0.863726,0.320585,-0.069515,-90.806458,9.863718
-190.143356,-53.032536,-0.536805,-2.212931,4.897064,-132.095093,-0.514918,0.857240,0.320502,0.056752,142.251953,9.550512
-189.797211,-53.835232,-0.548924,-2.340754,5.479127,-965.642151,-0.525096,0.851049,0.320420,0.027486,25.724476,9.309999
-189.555069,-54.033272,-0.560705,-2.302807,5.302920,-626.919128,-0.535079,0.844810,0.320310,-0.026642,-28.408508,9.735384
-189.173431,-54.315037,-0.572279,-2.299163,5.286152,-503.362305,-0.545456,0.838708,0.320172,0.001476,55.353920,9.641153
-188.662445,-52.969994,-0.583420,-1.819625,3.311034,308.313782,-0.553658,0.832748,0.320005,-0.054969,-83.826691,9.690513
-188.437408,-52.894180,-0.593785,-1.728453,2.987548,57.610722,-0.562172,0.827018,0.319948,0.028181,111.629082,9.800898
-188.001434,-51.984657,-0.603657,-1.394598,1.944903,101.889191,-0.571563,0.821255,0.319865,-0.014926,6.838446,9.410513
-187.601837,-52.677631,-0.613451,-1.526165,2.329181,58.948158,-0.579599,0.815570,0.319700,-0.085556,-58.523979,9.346795
-187.092041,-53.209019,-0.623119,-1.644484,2.704326,-417.773926,-0.587477,0.810096,0.319592,-0.025558,-25.919418,9.410513
-186.402710,-52.741123,-0.632085,-1.454099,2.114403,-118.173943,-0.593483,0.804852,0.319479,0.028681,-53.825806,9.213077
-185.978485,-52.226978,-0.640519,-1.270315,1.613699,-24.699425,-0.601518,0.799968,0.319313,-0.028687,-27.391634,9.537949
-185.279510,-52.676739,-0.649172,-1.375475,1.891932,-152.947784,-0.608433,0.794863,0.319205,-0.026809,-83.504097,9.391666
-184.600189,-53.213810,-0.657331,-1.489852,2.219658,-320.184113,-0.611006,0.789929,0.319092,0.084215,168.888641,9.538846
-183.963959,-52.901535,-0.665449,-1.354105,1.833601,-358.688049,-0.617413,0.785093,0.318955,-0.029121,-86.754761,10.023461
-183.385300,-52.226192,-0.673046,-1.109115,1.230135,260.022461,-0.625308,0.780368,0.318788,-0.084481,-31.259354,9.415897
-182.685669,-52.663963,-0.680579,-1.228861,1.510100,154.906021,-0.630830,0.775917,0.318788,0.026536,53.976494,9.515512
-182.090363,-53.436375,-0.687281,-1.415938,2.004880,-498.042328,-0.636391,0.771368,0.318706,-0.027545,-139.505188,9.874487
-181.516052,-52.566879,-0.694005,-1.124742,1.265044,-203.141724,-0.641482,0.767135,0.318512,-0.028826,55.440163,9.568461
-180.873489,-52.694511,-0.700718,-1.114433,1.241960,-67.804764,-0.646323,0.763061,0.318401,-0.055834,54.715565,9.427564
-180.256485,-53.178120,-0.707129,-1.218959,1.485861,-209.169800,-0.651210,0.758900,0.318429,-0.028840,-56.148403,9.782948
-179.760010,-51.899990,-0.712870,-0.818221,0.669486,92.764763,-0.655610,0.755089,0.318345,0.000457,-28.221876,10.187692
-179.282974,-52.096928,-0.718647,-0.809733,0.655668,187.336639,-0.659587,0.751634,0.318292,0.056115,112.727577,9.686923
-178.880798,-52.490925,-0.724006,-0.914194,0.835750,197.355469,-0.663536,0.748141,0.318234,-0.027502,-26.881760,10.163462
-178.466766,-52.245647,-0.728860,-0.798973,0.638357,-98.148766,-0.667210,0.744864,0.318208,0.000787,0.405749,9.925641
-178.212128,-51.687626,-0.733483,-0.614809,0.377991,376.445984,-0.669461,0.741701,0.318180,-0.056762,-29.295881,9.990256
-177.985138,-52.387367,-0.737823,-0.792799,0.628531,-75.803368,-0.673716,0.738989,0.318178,-0.084326,-113.557129,9.789230
-177.752060,-52.134789,-0.742046,-0.703890,0.495461,-1.677979,-0.676743,0.736208,0.318264,0.028443,-83.139526,9.747051
-177.505951,-52.172443,-0.746129,-0.678105,0.459826,-83.943604,-0.679533,0.733646,0.318209,0.027373,-0.487692,9.589103
-177.355255,-51.955570,-0.749534,-0.612754,0.375467,-13.889781,-0.682335,0.731045,0.318151,0.027871,56.718441,9.933718
-177.308395,-51.375080,-0.752969,-0.413901,0.171314,89.539490,-0.684617,0.728893,0.318179,0.027799,27.556030,9.855640
-176.988449,-51.790554,-0.756301,-0.505580,0.255611,-105.467636,-0.686891,0.726755,0.318098,0.028716,29.039410,9.695897
-177.017487,-51.194279,-0.759014,-0.312575,0.097703,371.251709,-0.689015,0.724746,0.318181,-0.000573,-27.778692,9.631282
-176.817688,-51.257156,-0.761973,-0.320106,0.102468,295.948090,-0.690960,0.722900,0.318124,-0.000241,-0.034591,9.628590
-176.730743,-51.239483,-0.764213,-0.331831,0.110112,-103.185219,-0.692579,0.721341,0.318151,0.028077,56.342728,9.559487
-176.568024,-51.218788,-0.766385,-0.322483,0.103995,97.434166,-0.693536,0.719890,0.318124,-0.013969,-20.886919,9.536154
-176.376740,-50.913651,-0.768322,-0.251714,0.063360,78.836952,-0.695357,0.718664,0.318097,0.028431,28.886492,9.781154
-176.266785,-50.940014,-0.769882,-0.245276,0.060161,-8.340448,-0.696463,0.717586,0.318125,0.000240,-27.549713,9.642051
-176.161102,-51.281624,-0.771526,-0.337135,0.113660,-192.368820,-0.697581,0.716505,0.318210,0.000272,0.095803,9.432948
-176.040863,-50.984364,-0.772908,-0.246706,0.060864,-1.265923,-0.698220,0.715668,0.318182,-0.000241,-0.244572,9.699487
-175.884232,-50.320961,-0.773875,-0.066712,0.004450,202.686096,-0.698912,0.714984,0.318181,0.000000,0.210114,9.702179
-175.781815,-50.316425,-0.774558,-0.068009,0.004625,-0.127922,-0.699507,0.714634,0.318209,0.000000,0.000000,9.242692
-175.670746,-50.256115,-0.775097,-0.079993,0.006399,-2.428091,-0.699907,0.714228,0.318181,0.000000,0.000000,9.472436
-175.547760,-49.855976,-0.775581,-0.005901,0.000035,95.542641,-0.700131,0.713935,0.318181,0.028106,28.500954,10.204743
-175.549927,-49.820595,-0.775803,0.000777,0.000001,98.818565,-0.700335,0.713807,0.318237,0.000000,-27.246920,10.430897
-175.538391,-50.142242,-0.775882,-0.070091,0.004913,-94.676346,-0.700377,0.713778,0.318293,0.028373,29.013510,10.370769
-175.476776,-50.493595,-0.776017,-0.136864,0.018732,-188.366318,-0.700488,0.713656,0.318265,0.000000,0.000000,10.488333
-175.433167,-50.202370,-0.776117,-0.019685,0.000388,9.445340,-0.700514,0.713690,0.318210,0.000000,27.855288,10.323205
-175.374420,-50.231339,-0.775964,0.001749,0.000003,3.139281,-0.700344,0.713815,0.318154,-0.028741,-29.676950,10.072821
-175.381073,-49.920784,-0.775754,0.101771,0.010357,185.471283,-0.700178,0.713971,0.318154,0.000000,-28.583258,10.126666
-175.578400,-50.240929,-0.775506,0.018665,0.000348,5.667768,-0.699910,0.714227,0.318126,0.000000,0.150506,9.827821
-175.706253,-49.911133,-0.774930,0.114534,0.013118,4.933219,-0.699666,0.714576,0.318126,0.027337,26.991604,9.371922
-175.921936,-49.873543,-0.774323,0.108640,0.011803,-0.248629,-0.699156,0.714978,0.318153,0.000000,-27.955214,9.583717
-176.090332,-50.189636,-0.773957,0.015741,0.000248,2.193243,-0.698803,0.715314,0.318153,0.000000,0.149852,9.872692
-176.257446,-49.817287,-0.773365,0.106630,0.011370,89.487030,-0.698547,0.715713,0.318125,-0.027994,-56.204430,10.093461
-176.292313,-49.440788,-0.772695,0.212621,0.045208,99.267616,-0.698067,0.716199,0.318013,-0.028314,-1.003363,9.538846
-176.246643,-49.783665,-0.771952,0.119454,0.014269,-5.301063,-0.697306,0.716779,0.318096,0.056723,29.335743,9.505641
-176.306366,-49.396477,-0.771099,0.199709,0.039884,192.349991,-0.696787,0.717284,0.318179,0.028117,0.717934,9.890641
-176.331696,-49.360973,-0.770231,0.196211,0.038499,104.575592,-0.695889,0.718159,0.318206,0.027103,53.784969,9.428461
-176.202240,-49.331886,-0.768860,0.196217,0.038501,291.306854,-0.694965,0.719045,0.318123,-0.000031,27.812597,9.218461
-176.074875,-49.270931,-0.767632,0.178680,0.031927,-93.513580,-0.694434,0.719747,0.318041,0.028021,83.923615,9.616923
-176.001068,-48.902328,-0.766349,0.273388,0.074741,97.434219,-0.693510,0.720762,0.318042,-0.027899,-84.227203,9.910384
-175.963135,-48.532211,-0.764615,0.367196,0.134833,101.506569,-0.692259,0.722164,0.318209,0.056401,56.751854,9.775769
-175.799255,-49.474350,-0.762848,0.081911,0.006709,-188.110031,-0.690724,0.723115,0.318015,-0.028344,0.026064,10.089871
-175.551514,-49.486225,-0.762271,0.082715,0.006842,194.315689,-0.690383,0.723448,0.317848,0.056173,84.999222,10.185897
-175.406311,-48.842415,-0.760998,0.283184,0.080193,99.053131,-0.689644,0.724469,0.318069,-0.000265,-82.510300,9.863718
-175.357727,-48.488941,-0.759295,0.385277,0.148438,200.533463,-0.688411,0.725991,0.318096,-0.000151,-55.660015,9.458076
-175.398468,-48.350323,-0.756698,0.376487,0.141743,3.037606,-0.685777,0.727813,0.318151,0.000182,27.946758,9.831410
-175.462952,-47.945229,-0.754083,0.479200,0.229633,199.889313,-0.684621,0.729620,0.318208,0.000454,-27.614429,9.569359
-175.599945,-47.507229,-0.750440,0.575364,0.331043,5.340994,-0.681961,0.732228,0.318097,-0.000542,83.540352,9.834103
-175.776703,-47.728035,-0.747328,0.466300,0.217436,-187.591568,-0.678705,0.734408,0.318206,-0.056731,-114.588722,10.118589
-176.036697,-47.235847,-0.743714,0.570373,0.325325,5.635000,-0.675958,0.736938,0.318235,0.000396,28.037123,9.908589
-176.334747,-46.485683,-0.739340,0.777844,0.605042,95.543556,-0.673068,0.739571,0.318237,-0.000236,-0.644172,9.833205
-176.640656,-46.367241,-0.735398,0.762649,0.581634,-186.341858,-0.669738,0.742597,0.318262,-0.000304,55.723457,9.698589
-177.078079,-46.221626,-0.730946,0.773053,0.597611,-2.559042,-0.667574,0.745641,0.318401,0.028567,-27.367332,9.779359
-177.501038,-46.379139,-0.726601,0.669811,0.448646,-20.078135,-0.662761,0.748839,0.318458,-0.000953,-57.490990,9.484102
-177.851044,-46.516705,-0.721406,0.580956,0.337509,-179.984146,-0.659083,0.752077,0.318483,-0.000092,-84.067764,9.612435
-178.286484,-45.484276,-0.716139,0.842626,0.710018,166.777618,-0.654890,0.755731,0.318486,-0.027384,-115.337929,9.974999
-178.774750,-44.880398,-0.710597,0.954860,0.911758,290.040741,-0.652286,0.759352,0.318594,-0.028763,-56.612484,9.571154
-179.308105,-43.980068,-0.704340,1.168384,1.365122,217.450699,-0.646143,0.763224,0.318651,-0.054153,-81.412628,9.695000
-179.837402,-43.448059,-0.697926,1.245286,1.550737,-72.451508,-0.640967,0.767569,0.318732,0.027999,84.800537,9.936410
-180.275253,-44.199287,-0.691666,0.964624,0.930499,-82.079361,-0.635975,0.771707,0.318845,0.057383,85.511009,10.080000
-180.726761,-43.305733,-0.684725,1.146326,1.314063,183.321808,-0.630690,0.776045,0.319009,-0.028331,-111.758980,9.680641
-181.237900,-43.322186,-0.677345,1.067457,1.139465,-351.375824,-0.625002,0.780615,0.319123,0.056566,83.939018,9.769487
-181.635452,-42.955231,-0.669693,1.117782,1.249437,-392.277985,-0.620746,0.785558,0.319258,0.084311,0.184738,9.874487
-182.139160,-41.233421,-0.661538,1.532481,2.348499,196.865921,-0.612302,0.790627,0.319369,0.055680,29.862196,10.091666
-182.546875,-40.698021,-0.653127,1.615585,2.610115,167.067719,-0.605369,0.795943,0.319510,0.001740,-108.140533,9.954359
-182.941772,-40.943329,-0.644459,1.459399,2.129846,-161.317841,-0.598294,0.801277,0.319617,0.056361,57.392197,9.727307
-183.388275,-39.971779,-0.635101,1.641427,2.694281,-77.557327,-0.590863,0.806780,0.319727,-0.000516,-27.392164,9.892436
-183.784973,-39.279671,-0.625565,1.738329,3.021789,-26.672314,-0.582900,0.812549,0.319950,0.055036,0.110183,9.774872
-184.256439,-38.607182,-0.615404,1.853312,3.434764,37.488838,-0.574664,0.818385,0.320117,0.057366,-25.924976,9.704871
-184.724304,-38.399887,-0.605048,1.798079,3.233088,-16.288467,-0.566025,0.824395,0.320363,0.112673,28.861761,9.514615
-185.334579,-38.465134,-0.594225,1.652120,2.729501,-259.657745,-0.556815,0.830631,0.320500,0.028635,-54.005791,9.558590
-185.926437,-38.091156,-0.583031,1.634188,2.670570,-197.051086,-0.547002,0.837129,0.320611,0.081714,108.845535,9.622308
-186.435547,-36.690338,-0.571137,1.938672,3.758448,117.341637,-0.537094,0.843518,0.320721,0.056075,86.352097,9.461666
-187.120972,-35.605545,-0.558900,2.128464,4.530357,10.347711,-0.526744,0.850025,0.320914,0.056022,-24.312592,9.458974
-187.925201,-34.513062,-0.546016,2.307375,5.323979,137.992706,-0.515838,0.856690,0.320997,-0.029062,-113.066650,9.765897
-188.613846,-34.644699,-0.533344,2.113740,4.467898,29.916817,-0.504449,0.863440,0.321107,-0.028604,-55.763874,9.685128
-189.273407,-32.793510,-0.519653,2.504217,6.271103,390.864105,-0.492604,0.870256,0.321190,0.000122,58.169598,9.444615
-189.922394,-34.004509,-0.505997,1.991653,3.966681,-674.344543,-0.480774,0.876996,0.321383,0.056633,2.549735,9.517307
-190.573395,-31.785088,-0.491581,2.497811,6.239060,403.294586,-0.467717,0.883880,0.321329,-0.025741,-26.049665,9.508333
-191.213852,-30.273390,-0.476688,2.778608,7.720664,206.411392,-0.454605,0.890697,0.321467,0.000213,-56.483795,9.888846
-191.839813,-30.967003,-0.461838,2.392062,5.721961,-264.001190,-0.441001,0.897510,0.321465,-0.001437,-0.994343,9.856538
-192.346252,-29.223261,-0.446522,2.768859,7.666582,452.912781,-0.427025,0.904243,0.321438,0.028241,57.982937,9.923846
-192.891876,-29.305664,-0.430810,2.588333,6.699466,-338.301819,-0.412831,0.910806,0.321495,0.029490,29.479856,9.700384
-193.227509,-28.347031,-0.415012,2.706367,7.324425,445.297577,-0.398059,0.917360,0.321494,-0.030237,-33.193867,9.629487
-193.733124,-26.662165,-0.398558,3.037639,9.227252,287.795258,-0.383260,0.923641,0.321520,-0.000430,-26.799683,9.965128
-194.122864,-28.191330,-0.382543,2.428475,5.897491,-402.542908,-0.367955,0.929844,0.321495,-0.025408,1.658625,10.072821
-194.310425,-24.831379,-0.365723,3.274283,10.720927,719.663818,-0.352711,0.935732,0.321576,-0.002245,-87.584145,10.072821
-194.696503,-27.136545,-0.349290,2.407034,5.793815,-528.573242,-0.336372,0.941597,0.321575,-0.000121,29.107391,9.885256
-194.835083,-24.078484,-0.332201,3.182048,10.125428,553.394287,-0.321028,0.947071,0.321551,0.002172,1.480712,9.977692
-195.176605,-26.120384,-0.315662,2.423185,5.871826,-439.790100,-0.304945,0.952370,0.321603,-0.029928,-3.656363,9.664487
-195.252197,-23.604725,-0.298598,3.013045,9.078439,427.188934,-0.288939,0.957349,0.321603,0.000422,-27.008242,9.837692
-195.520096,-25.093563,-0.281944,2.418256,5.847960,-627.737732,-0.272738,0.962088,0.321633,0.057178,84.419800,9.734487
-195.606766,-22.319996,-0.265200,3.125806,9.770662,641.690063,-0.256983,0.966416,0.321658,0.053613,27.474543,9.681539
-195.765839,-24.508667,-0.249275,2.328331,5.421124,-473.396729,-0.241078,0.970505,0.321713,0.000363,1.446497,9.611538
-195.867310,-21.427603,-0.232669,3.099713,9.608218,733.589478,-0.225601,0.974221,0.321743,0.030191,-25.372644,9.885256
-196.035828,-23.585762,-0.216853,2.338520,5.468676,-594.934204,-0.209870,0.977729,0.321769,0.025918,-2.775405,9.505641
-196.278473,-20.914314,-0.201224,3.004567,9.027424,750.576233,-0.194860,0.980831,0.321850,0.055725,86.472176,9.703974
-196.423416,-23.273525,-0.186012,2.161408,4.671683,-579.913330,-0.180059,0.983681,0.321851,0.000569,-27.165356,9.753333
-196.610626,-18.112856,-0.170987,2.813707,7.916946,527.743469,-0.165272,0.986227,0.321880,0.056829,56.264713,9.791923
-196.907837,-16.046761,-0.156333,2.241990,5.026517,-230.533051,-0.150925,0.988545,0.321991,0.000619,-54.297596,9.655513
-197.145248,-10.333726,-0.142090,2.710734,7.348080,620.244934,-0.137043,0.990565,0.321989,0.026362,53.338058,9.546923
-197.403778,-8.092607,-0.128236,2.226364,4.956696,-241.584885,-0.123600,0.992332,0.322016,-0.085569,-86.251587,9.839487
-197.639923,-5.585385,-0.115152,1.938828,3.759056,-514.469421,-0.110308,0.993897,0.322098,-0.000849,1.349587,9.769487
-197.924622,-0.387106,-0.101387,2.404279,5.780555,101.814728,-0.097477,0.995238,0.322098,-0.085036,-85.610130,9.877179
-198.071564,-1.616212,-0.089055,1.965265,3.862267,-76.488907,-0.084451,0.996428,0.322153,0.027462,86.594078,9.772180
-198.224091,0.137301,-0.076193,2.397934,5.750087,281.865753,-0.072558,0.997364,0.322153,-0.000394,-27.062700,9.793717
-198.400665,-0.865890,-0.064319,2.025353,4.102057,117.650215,-0.060145,0.998190,0.322071,-0.054868,-25.850073,9.995641
-198.455811,0.029351,-0.051960,2.226758,4.958449,216.400391,-0.047882,0.998853,0.322153,0.083761,114.651115,9.549615
-198.492340,-0.240979,-0.040134,2.065298,4.265455,-42.017609,-0.036459,0.999335,0.322043,-0.085257,-168.725266,10.078205
-198.465210,-0.337499,-0.028640,1.945746,3.785928,292.950714,-0.024476,0.999700,0.321988,-0.056746,-83.494850,9.992051
-198.463531,1.252010,-0.016705,2.356028,5.550869,634.810730,-0.013012,0.999915,0.321934,-0.000968,56.161121,9.993846
-198.369064,-0.307489,-0.005126,1.815429,3.295783,-387.598145,-0.001216,0.999999,0.321851,-0.084858,-113.474525,9.717436
-198.196350,-2.086123,0.005846,1.200466,1.441118,-836.780762,0.010316,0.999947,0.321742,-0.001844,51.813053,9.834103
-198.039795,1.414722,0.017637,2.161307,4.671249,526.662476,0.021786,0.999764,0.321715,0.052881,50.143806,9.842179
-198.092743,1.060334,0.029385,1.971022,3.884928,-54.564602,0.032625,0.999468,0.321578,-0.027053,-28.665808,9.926538
-197.986664,1.375760,0.040364,1.995133,3.980554,357.148285,0.044015,0.999027,0.321495,-0.053976,-0.190318,9.747051
-197.832108,1.280851,0.051693,1.894221,3.588073,107.794617,0.055576,0.998452,0.321412,-0.026606,0.031630,9.621410
-197.792480,2.863867,0.063127,2.262456,5.118707,696.220764,0.066717,0.997772,0.321328,-0.026990,-82.705696,9.666282
-197.662323,2.915433,0.074605,2.178288,4.744940,331.239105,0.077954,0.996970,0.321190,-0.055497,-141.759094,9.725513
-197.666260,2.497379,0.085609,1.966365,3.866590,228.251129,0.088434,0.996047,0.321052,-0.055439,-110.993774,9.858334
-197.536072,2.157506,0.096372,1.774300,3.148139,140.835800,0.099641,0.995015,0.320941,-0.027399,0.687605,9.848461
-197.395432,1.772264,0.107263,1.587567,2.520369,25.609825,0.110663,0.993858,0.320886,-0.000607,28.447863,9.605256
-197.326843,2.386184,0.117846,1.679182,2.819651,122.147461,0.121480,0.992587,0.320721,-0.001509,82.466423,9.769487
-197.262238,2.016063,0.128586,1.480540,2.191999,-505.348358,0.132104,0.991236,0.320584,-0.058490,-6.339414,9.781154
-197.207962,4.224359,0.139315,2.046332,4.187475,508.361420,0.142440,0.989804,0.320503,0.001329,27.842188,9.774872
-197.150101,3.146648,0.149349,1.638520,2.684747,185.841309,0.152640,0.988282,0.320502,0.057321,113.971313,9.864615
-197.089493,2.521713,0.159492,1.383210,1.913269,-265.472931,0.162647,0.986685,0.320335,-0.027543,111.514999,10.014487
-196.954315,3.383415,0.169630,1.571924,2.470946,8.861017,0.172193,0.985063,0.320362,0.026787,27.475920,9.863718
-196.839111,2.047451,0.179170,1.098920,1.207625,-370.153412,0.181863,0.983324,0.320253,-0.001489,54.922737,10.038717
-196.845703,4.506471,0.189175,1.769315,3.130476,488.193268,0.190787,0.981631,0.320255,0.001724,0.857369,9.744359
-196.830688,3.101549,0.198399,1.295390,1.678035,-405.503784,0.199923,0.979812,0.320197,0.000608,84.136215,9.927436
-196.737061,3.947989,0.207420,1.491407,2.224293,14.265697,0.208866,0.977984,0.320362,0.111714,114.421486,9.830513
-196.589600,4.038236,0.215824,1.452418,2.109518,-131.422913,0.216682,0.976243,0.320255,-0.028812,-116.869003,9.855640
-196.477417,4.003913,0.223887,1.408468,1.983781,217.835037,0.224680,0.974433,0.320197,-0.055335,-28.322901,9.604359
-196.420227,3.204750,0.231952,1.114622,1.242382,-177.003372,0.232033,0.972708,0.320225,-0.055706,54.836094,9.703974
-196.284363,4.005368,0.239295,1.318573,1.738636,219.860977,0.239295,0.970947,0.320281,0.029110,84.883606,9.674358
-196.188751,3.095558,0.245911,1.013146,1.026465,-95.920685,0.245703,0.969346,0.320197,-0.000516,84.055931,9.495770
-196.140045,2.974474,0.252624,0.934826,0.873900,-206.039352,0.251844,0.967749,0.320281,0.000807,55.874790,9.813461
